"","Sample Id","treatment","Plant","Operator","Analysis Date Time","ImageFileName","ImageAcqDeviceAndSoftwareInfo DateTimeModified","AnalysedRegionArea(cm2)","AnalysedRegionWidth(cm)","AnalysedRegionHeight(cm)","Left Top Right Bottom  NExclusions","DevOrder Criteria","ImgType CalibMeth TPU Units PxSizeH PxSizeV [CalFile]","PxClassif","Filters","Fractal PxMin PxMax","SoilVol(m3)","Length(cm)","LengthTen(cm)","ProjArea(cm2)","ProjAreaTen(cm2)/RatioLeafToRootArea","SurfArea(cm2)","SurfAreaTen(cm2)","AvgDiam(mm)","AvgDiamTen(mm)","LenPerVol(cm/m3)","LenPerVolTen(cm/m3)","RootVolume(cm3)","FractalDimension","FractalDeviation","Tips","Forks","Crossings","NofLinks","NLinksIL","NLinksEE","NLinksEEL","NLinksEI","NLinksII","LengthLinksIL","LengthLinksEE","LengthLinksEEL","LengthLinksEI","LengthLinksII","Altitude","ExternalPathLength","LinkAvgLength(cm)","LinkAvgProjArea(cm2)","LinkAvgSurfArea(cm2)","LinkAvgDiam(mm)","LinkAvgBrAngle(deg)","NofNodules","LeafArea","...53","NAxis","Main NAxis","Main TotLength","Lateral NAxis","Lateral TotLength","Tertiary NAxis","Tertiary TotLength","NSeedlings/Seedling#","NumberOfClasses","ClassBoundaries","LenTotHistoClasses","0<.L.<=0.5000000","0.5000000<.L.<=1.0000000","1.0000000<.L.<=1.5000000","1.5000000<.L.<=2.0000000","2.0000000<.L.<=2.5000000","2.5000000<.L.<=3.0000000","3.0000000<.L.<=3.5000000","3.5000000<.L.<=4.0000000","4.0000000<.L.<=4.5000000",".L.>4.5000000","SATotHistoClasses","0<.SA.<=0.5000000","0.5000000<.SA.<=1.0000000","1.0000000<.SA.<=1.5000000","1.5000000<.SA.<=2.0000000","2.0000000<.SA.<=2.5000000","2.5000000<.SA.<=3.0000000","3.0000000<.SA.<=3.5000000","3.5000000<.SA.<=4.0000000","4.0000000<.SA.<=4.5000000",".SA.>4.5000000","PATotHistoClasses","0<.PA.<=0.5000000","0.5000000<.PA.<=1.0000000","1.0000000<.PA.<=1.5000000","1.5000000<.PA.<=2.0000000","2.0000000<.PA.<=2.5000000","2.5000000<.PA.<=3.0000000","3.0000000<.PA.<=3.5000000","3.5000000<.PA.<=4.0000000","4.0000000<.PA.<=4.5000000",".PA.>4.5000000","VolTotHistoClasses","0<.V.<=0.5000000","0.5000000<.V.<=1.0000000","1.0000000<.V.<=1.5000000","1.5000000<.V.<=2.0000000","2.0000000<.V.<=2.5000000","2.5000000<.V.<=3.0000000","3.0000000<.V.<=3.5000000","3.5000000<.V.<=4.0000000","4.0000000<.V.<=4.5000000",".V.>4.5000000","0<.T.<=0.5000000","0.5000000<.T.<=1.0000000","1.0000000<.T.<=1.5000000","1.5000000<.T.<=2.0000000","2.0000000<.T.<=2.5000000","2.5000000<.T.<=3.0000000","3.0000000<.T.<=3.5000000","3.5000000<.T.<=4.0000000","4.0000000<.T.<=4.5000000",".T.>4.5000000","GrpName...118","Background","GrpName...120","Root","GrpName...122","NotUsed"
"43","PH494_4","PH494",4,"Davide","1707151595","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-136","Smooth Off Area Off LWRatio Off","Off",0.006,3555.9572,0,195.0211,0,612.6768,0,0.5484,0,592659.528,0,8.4,0,0,5276,16539,1426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",3555.3567,2428.1448,882.8818,158.1964,38.0612,19.0907,12.437,5.0169,1.6718,2.0739,7.7823,560.9607,243.3855,186.3936,59.6652,20.6418,13.2957,10.6631,5.1009,1.9234,2.8171,17.0745,178.5593,77.472,59.3309,18.992,6.5705,4.2322,3.3942,1.6237,0.6122,0.8967,5.435,13.7638,2.1724,3.256,1.8161,0.8975,0.7399,0.7296,0.4134,0.1764,0.3047,3.2578,5026,218,24,4,1,1,0,1,0,1,NA,NA,NA,NA,NA,NA
"44","PH494_5","PH494",5,"Davide","1707152482","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-136","Smooth Off Area Off LWRatio Off","Off",0.006,3932.0228,0,205.667,0,646.122,0,0.5231,0,655337.1371,0,8.449,0,0,5301,17376,1942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",3931.4977,2746.2817,931.1172,169.8189,47.8029,16.6805,11.0542,2.8947,0.368,0.7762,4.7033,592.3313,270.2826,195.7186,63.756,25.6913,11.5711,9.4556,2.9554,0.4506,1.0385,11.4117,188.5449,86.0336,62.2992,20.2941,8.1778,3.6832,3.0098,0.9407,0.1434,0.3306,3.6324,12.7933,2.3973,3.4036,1.9304,1.106,0.6416,0.6455,0.2405,0.0438,0.1107,2.2739,5096,172,20,9,2,0,0,0,0,2,NA,NA,NA,NA,NA,NA
"45","PH494_6","PH494",6,"Davide","1707153335","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-139","Smooth Off Area Off LWRatio Off","Off",0.006,2524.6768,0,127.5493,0,400.7081,0,0.5052,0,420779.4586,0,5.061,0,0,4803,8000,933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2524.4993,1865.6833,470.3287,115.6555,34.6534,16.0934,6.7783,3.2576,1.6289,1.3144,9.1057,368.3278,162.1793,101.3822,43.0621,18.831,11.0658,5.7532,3.2599,1.9052,1.7101,19.1789,117.2424,51.6233,32.271,13.7071,5.9941,3.5224,1.8313,1.0377,0.6064,0.5443,6.1048,10.3002,1.2983,1.81,1.2936,0.8193,0.6076,0.3895,0.26,0.1775,0.1772,3.4672,4675,108,17,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA
"46","PH494_7part1","PH494",7,"Davide","1707154014","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-135","Smooth Off Area Off LWRatio Off","Off",0.006,2382.4144,0,156.9565,0,493.0935,0,0.6588,0,397069.0694,0,8.121,0,0,3118,9366,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2382.0474,1410.0032,669.3813,175.0767,66.6959,23.2637,12.0048,7.3461,3.7527,1.0192,13.5038,452.9558,132.0032,146.4674,66.6007,36.0624,16.1115,10.3806,7.3657,4.3904,1.3447,32.2294,144.1803,42.0179,46.622,21.1997,11.479,5.1284,3.3043,2.3446,1.3975,0.428,10.2589,16.8066,1.1261,2.6486,2.0438,1.5616,0.8914,0.7163,0.589,0.4092,0.1413,6.6792,3010,88,11,3,3,0,2,0,0,1,NA,NA,NA,NA,NA,NA
"47","PH494_7part2","PH494",7,"Davide","1707154674","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-137","Smooth Off Area Off LWRatio Off","Off",0.006,2234.0805,0,117.2443,0,368.334,0,0.5248,0,372346.7526,0,4.833,0,0,4446,7689,839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2233.6656,1591.3214,442.4444,110.9636,49.7644,20.6011,13.5553,2.7003,1.53,0.0634,0.7217,341.5984,147.4208,93.1564,42.5481,26.4865,14.431,11.3911,2.7718,1.7902,0.087,1.5156,108.7341,46.9255,29.6526,13.5435,8.4309,4.5935,3.6259,0.8823,0.5698,0.0277,0.4824,7.5552,1.2433,1.6208,1.3158,1.129,0.8085,0.7632,0.2269,0.167,0.0095,0.2711,4285,132,20,3,1,4,0,1,0,0,NA,NA,NA,NA,NA,NA
"48","PH504_1","PH504",1,"Davide","24/04/2024 11:46:47","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-136","Smooth Off Area Off LWRatio Off","Off",0.006,2952.7377,0,120.3991,0,378.2451,0,0.4078,0,492122.9507,0,3.856,0,0,9680,13070,1767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2952.1803,2539.3985,280.7467,67.4496,22.3324,15.0333,5.6835,7.3105,2.06,2.7053,9.4605,344.7882,198.7311,59.5368,25.2534,11.8662,10.6125,4.9053,7.2441,2.4214,3.5973,20.62,109.7495,63.2581,18.9511,8.0384,3.7771,3.3781,1.5614,2.3059,0.7708,1.1451,6.5636,9.6593,1.4445,1.0463,0.7622,0.505,0.5988,0.338,0.5718,0.2268,0.3812,3.7847,9468,186,14,6,2,2,1,0,0,1,NA,NA,NA,NA,NA,NA
"49","PH504_2","PH504",2,"Davide","24/04/2024 11:59:43","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-136","Smooth Off Area Off LWRatio Off","Off",0.006,4409.948,0,139.8405,0,439.3219,0,0.3171,0,734991.3265,0,3.483,0,0,19320,23386,4300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",4408.3406,4013.5196,314.0064,48.0632,12.6227,9.4839,4.4249,2.1269,0.8406,0.374,2.8784,393.6106,280.9263,66.9211,17.7726,6.7661,6.5547,3.7284,2.1378,0.9655,0.4964,7.3417,125.2901,89.4216,21.3017,5.6572,2.1537,2.0864,1.1868,0.6805,0.3073,0.158,2.3369,6.4223,1.8666,1.1813,0.5294,0.2905,0.3618,0.2504,0.1713,0.0883,0.0524,1.6304,19135,166,15,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"50","PH504_3","PH504",3,"Davide","24/04/2024 12:25:46","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-140","Smooth Off Area Off LWRatio Off","Off",0.006,2784.4266,0,106.4215,0,334.3331,0,0.3822,0,464071.0991,0,3.195,0,0,6556,10939,1632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2784.047,2376.368,326.5851,54.9485,13.3432,3.5802,2.521,0.6238,1.7872,0.6138,3.6761,303.5118,191.9977,68.2796,20.5945,7.1046,2.5128,2.1598,0.6282,2.1235,0.8042,7.3069,96.6108,61.1148,21.7341,6.5554,2.2615,0.7998,0.6875,0.2,0.6759,0.256,2.3259,5.3575,1.4369,1.1797,0.6215,0.303,0.1409,0.1476,0.0505,0.201,0.0839,1.1925,6464,78,9,3,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA
"51","PH504_4","PH504",4,"Davide","24/04/2024 12:43:43","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-139","Smooth Off Area Off LWRatio Off","Off",0.006,3678.266,0,131.3543,0,412.6618,0,0.3571,0,613044.3363,0,3.684,0,0,13434,19322,2635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",3677.0746,3248.9024,342.6495,52.9399,13.1888,4.4959,1.6095,2.0449,0.595,2.4818,8.1669,368.3329,241.8338,72.0923,19.6012,7.1586,3.1407,1.353,2.0791,0.6767,3.3465,17.051,117.244,76.9781,22.9477,6.2392,2.2786,0.9997,0.4307,0.6618,0.2154,1.0652,5.4275,7.7432,1.7014,1.2522,0.5848,0.3113,0.1752,0.0908,0.1686,0.0612,0.3595,3.0381,13214,184,28,4,2,1,0,0,0,1,NA,NA,NA,NA,NA,NA
"52","PH504_5","PH504",5,"Davide","24/04/2024 13:21:33","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-138","Smooth Off Area Off LWRatio Off","Off",0.006,2264.4943,0,86.8045,0,272.7045,0,0.3833,0,377415.715,0,2.613,0,0,7587,8436,1114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2264.1465,1880.8138,310.8426,49.7594,7.7922,4.3511,2.2767,2.3833,1.8622,0.6778,3.3874,248.8625,140.8495,68.6806,18.2219,4.1656,3.0764,1.9283,2.4723,2.1729,0.92,6.3749,79.2154,44.8338,21.8617,5.8002,1.326,0.9792,0.6138,0.787,0.6917,0.2928,2.0292,4.7815,1.0076,1.2562,0.5382,0.1786,0.1738,0.1303,0.2045,0.2021,0.0994,0.9909,7445,120,10,5,1,0,2,3,0,1,NA,NA,NA,NA,NA,NA
"53","PH504_6","PH504",6,"Davide","24/04/2024 13:44:27","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-137","Smooth Off Area Off LWRatio Off","Off",0.006,4649.6179,0,173.541,0,545.195,0,0.3732,0,774936.3232,0,5.087,0,0,21625,26829,3389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",4648.0264,3956.1302,534.2814,90.865,29.9152,11.6436,8.2637,4.9033,4.6736,3.0869,4.2633,485.942,282.729,112.1881,33.8192,16.0606,8.0115,7.0165,5.0728,5.5479,4.0725,11.4238,154.6802,89.9954,35.7106,10.765,5.1122,2.5501,2.2334,1.6147,1.766,1.2963,3.6363,10.7848,1.9577,1.9465,1.0145,0.6904,0.44,0.4751,0.4182,0.5248,0.4278,2.8897,21301,284,28,10,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA
"54","PH504_7","PH504",7,"Davide","24/04/2024 14:41:59","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-137","Smooth Off Area Off LWRatio Off","Off",0.006,5084.5469,0,178.9252,0,562.1101,0,0.3519,0,847424.478,0,4.945,0,0,14678,27250,4491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",5083.6966,4373.4231,566.2445,96.6854,24.7807,7.489,2.482,1.3402,1.0156,1.4337,8.8024,506.9169,307.6882,119.6011,36.1898,13.0848,5.2488,2.0973,1.3849,1.2154,1.9654,18.4412,161.3567,97.9402,38.0702,11.5196,4.165,1.6708,0.6676,0.4408,0.3869,0.6256,5.87,9.9682,2.0911,2.087,1.0924,0.5533,0.294,0.1416,0.1141,0.1158,0.2145,3.2645,14491,149,24,8,4,1,0,0,0,1,NA,NA,NA,NA,NA,NA
"55","PH505_1","PH505",1,"Davide","1720172565","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-141","Smooth Off Area Off LWRatio Off","Off",0.006,2024.036,0,88.009,0,276.4885,0,0.4348,0,337339.3368,0,3.006,0,0,7849,7355,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2023.7216,1614.3825,315.0796,49.655,21.0218,13.0308,3.1989,1.2156,1.0149,0,5.1224,250.1625,128.55,66.2817,18.5841,11.4195,9.0574,2.6493,1.1981,1.1894,0,11.233,79.6292,40.9187,21.0981,5.9155,3.6349,2.8831,0.8433,0.3814,0.3786,0,3.5756,6.0896,0.9697,1.1531,0.5617,0.4959,0.5033,0.1751,0.0941,0.1112,0,2.0256,7656,162,22,6,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA
"56","PH505_1part2","PH505",1,"Davide","1720174531","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-141","Smooth Off Area Off LWRatio Off","Off",0.006,1214.8764,0,50.8724,0,159.8204,0,0.4187,0,202479.399,0,1.673,0,0,2847,3477,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1214.5247,942.5103,229.3029,31.1389,4.7362,2.2942,3.3055,1.0843,0.1524,0,0,146.6686,78.8906,48.0616,11.3266,2.4849,1.7047,2.8596,1.0898,0.2508,0,0,46.6861,25.1116,15.2985,3.6054,0.791,0.5426,0.9102,0.3469,0.0798,0,0,2.2961,0.6176,0.832,0.3314,0.1045,0.1012,0.1974,0.0873,0.0246,0,0,2786,48,8,3,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA
"57","PH505_2part1","PH505",2,"Davide","1720186197","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-142","Smooth Off Area Off LWRatio Off","Off",0.006,2112.4432,0,79.5148,0,249.803,0,0.3764,0,352073.8707,0,2.351,0,0,5829,7948,1071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2112.1287,1804.9715,252.3272,30.2578,9.314,4.3405,3.4613,1.691,0.5524,0.1531,5.0599,225.6039,138.9063,52.0061,11.2403,5.0766,3.0218,2.9015,1.6834,0.6456,0.1988,9.9233,71.812,44.2152,16.5541,3.5779,1.6159,0.9619,0.9236,0.5359,0.2055,0.0633,3.1587,4.6315,1.0109,0.8859,0.337,0.2217,0.168,0.1941,0.1335,0.0601,0.0205,1.5998,5745,77,4,1,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"58","PH505_2part2","PH505",2,"Davide","1720186977","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-145","Smooth Off Area Off LWRatio Off","Off",0.006,1650.0123,0,58.2735,0,183.0715,0,0.3532,0,275002.0429,0,1.616,0,0,4134,4208,673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1649.7144,1448.8165,151.2175,36.4632,7.7906,1.0282,0.2126,0.452,0.6726,0,3.0612,165.2265,106.0194,31.8346,13.442,4.1076,0.6658,0.1845,0.4571,0.7895,0,7.726,52.5932,33.747,10.1333,4.2787,1.3075,0.2119,0.0587,0.1455,0.2513,0,2.4593,3.5767,0.7306,0.5554,0.399,0.1734,0.0343,0.0127,0.0368,0.0738,0,1.5607,4066,59,6,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"59","PH505_3","PH505",3,"Davide","1722848337","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-142","Smooth Off Area Off LWRatio Off","Off",0.006,3750.9152,0,129.9152,0,408.1405,0,0.3464,0,625152.5301,0,3.534,0,0,12768,16477,2669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",3750.0824,3306.931,343.2542,62.3708,17.2814,8.86,2.5749,0.2201,0.3925,0.1456,8.0518,363.8321,232.4128,72.3445,23.6978,9.1457,6.1412,2.1825,0.2217,0.4561,0.1914,17.0384,115.8114,73.9793,23.028,7.5433,2.9112,1.9548,0.6947,0.0706,0.1452,0.0609,5.4235,7.5188,1.5686,1.2605,0.7268,0.3879,0.3398,0.1476,0.0178,0.0422,0.02,3.0076,12576,164,20,3,3,0,0,0,0,2,NA,NA,NA,NA,NA,NA
"60","PH505_4part1","PH505",4,"Davide","1722849166","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-143","Smooth Off Area Off LWRatio Off","Off",0.006,2326.7361,0,90.2803,0,283.624,0,0.388,0,387789.3465,0,2.751,0,0,6629,10932,1438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2326.1965,2023.252,209.5407,47.3566,17.9774,9.6219,5.7836,2.0303,1.2437,0.7068,8.6836,254.5935,140.8031,43.9634,18.0816,9.7408,6.6687,4.9508,1.9673,1.4582,0.9298,26.0299,81.0396,44.819,13.994,5.7555,3.1006,2.1227,1.5759,0.6262,0.4642,0.296,8.2856,10.2534,0.9421,0.7611,0.5569,0.4227,0.3692,0.3382,0.1518,0.1363,0.0974,6.4779,6538,79,9,1,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA
"61","PH505_4part2","PH505",4,"Davide","1722849651","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-143","Smooth Off Area Off LWRatio Off","Off",0.006,2629.8478,0,78.8798,0,247.8084,0,0.2999,0,438307.9717,0,1.858,0,0,10215,10609,1636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2629.1579,2399.6499,175.2595,32.6068,9.6484,4.9426,2.5595,3.0286,0.8499,0.2163,0.3965,219.8397,154.8012,36.8281,12.2652,5.2209,3.4234,2.2379,3.064,0.9795,0.2913,0.7281,69.9771,49.2748,11.7227,3.9041,1.6619,1.0897,0.7123,0.9753,0.3118,0.0927,0.2318,3.0322,0.9693,0.6393,0.3723,0.2266,0.1896,0.1563,0.2471,0.0899,0.0313,0.1106,10097,109,5,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
