"","Sample Id","treatment","Plant","Operator","Analysis Date Time","ImageFileName","ImageAcqDeviceAndSoftwareInfo DateTimeModified","AnalysedRegionArea(cm2)","AnalysedRegionWidth(cm)","AnalysedRegionHeight(cm)","Left Top Right Bottom  NExclusions","DevOrder Criteria","ImgType CalibMeth TPU Units PxSizeH PxSizeV [CalFile]","PxClassif","Filters","Fractal PxMin PxMax","SoilVol(m3)","Length(cm)","LengthTen(cm)","ProjArea(cm2)","ProjAreaTen(cm2)/RatioLeafToRootArea","SurfArea(cm2)","SurfAreaTen(cm2)","AvgDiam(mm)","AvgDiamTen(mm)","LenPerVol(cm/m3)","LenPerVolTen(cm/m3)","RootVolume(cm3)","FractalDimension","FractalDeviation","Tips","Forks","Crossings","NofLinks","NLinksIL","NLinksEE","NLinksEEL","NLinksEI","NLinksII","LengthLinksIL","LengthLinksEE","LengthLinksEEL","LengthLinksEI","LengthLinksII","Altitude","ExternalPathLength","LinkAvgLength(cm)","LinkAvgProjArea(cm2)","LinkAvgSurfArea(cm2)","LinkAvgDiam(mm)","LinkAvgBrAngle(deg)","NofNodules","LeafArea","...53","NAxis","Main NAxis","Main TotLength","Lateral NAxis","Lateral TotLength","Tertiary NAxis","Tertiary TotLength","NSeedlings/Seedling#","NumberOfClasses","ClassBoundaries","LenTotHistoClasses","0<.L.<=0.5000000","0.5000000<.L.<=1.0000000","1.0000000<.L.<=1.5000000","1.5000000<.L.<=2.0000000","2.0000000<.L.<=2.5000000","2.5000000<.L.<=3.0000000","3.0000000<.L.<=3.5000000","3.5000000<.L.<=4.0000000","4.0000000<.L.<=4.5000000",".L.>4.5000000","SATotHistoClasses","0<.SA.<=0.5000000","0.5000000<.SA.<=1.0000000","1.0000000<.SA.<=1.5000000","1.5000000<.SA.<=2.0000000","2.0000000<.SA.<=2.5000000","2.5000000<.SA.<=3.0000000","3.0000000<.SA.<=3.5000000","3.5000000<.SA.<=4.0000000","4.0000000<.SA.<=4.5000000",".SA.>4.5000000","PATotHistoClasses","0<.PA.<=0.5000000","0.5000000<.PA.<=1.0000000","1.0000000<.PA.<=1.5000000","1.5000000<.PA.<=2.0000000","2.0000000<.PA.<=2.5000000","2.5000000<.PA.<=3.0000000","3.0000000<.PA.<=3.5000000","3.5000000<.PA.<=4.0000000","4.0000000<.PA.<=4.5000000",".PA.>4.5000000","VolTotHistoClasses","0<.V.<=0.5000000","0.5000000<.V.<=1.0000000","1.0000000<.V.<=1.5000000","1.5000000<.V.<=2.0000000","2.0000000<.V.<=2.5000000","2.5000000<.V.<=3.0000000","3.0000000<.V.<=3.5000000","3.5000000<.V.<=4.0000000","4.0000000<.V.<=4.5000000",".V.>4.5000000","0<.T.<=0.5000000","0.5000000<.T.<=1.0000000","1.0000000<.T.<=1.5000000","1.5000000<.T.<=2.0000000","2.0000000<.T.<=2.5000000","2.5000000<.T.<=3.0000000","3.0000000<.T.<=3.5000000","3.5000000<.T.<=4.0000000","4.0000000<.T.<=4.5000000",".T.>4.5000000","GrpName...118","Background","GrpName...120","Root","GrpName...122","NotUsed"
"24","PH480_3","PH480",3,"Davide","26/04/2024 16:10:13","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-138","Smooth Off Area Off LWRatio Off","Off",0.006,2844.7288,0,141.0325,0,443.0668,0,0.4958,0,474121.4636,0,5.491,0,0,12165,12999,1227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2844.3079,2033.0225,606.902,118.9943,44.3547,19.2211,9.5417,4.4287,1.2771,0.6262,5.9397,403.0543,163.0165,128.7423,44.8338,23.9793,13.4222,8.1982,4.5061,1.4929,0.8271,14.036,128.2962,51.8898,40.9799,14.271,7.6328,4.2724,2.6096,1.4343,0.4752,0.2633,4.4678,10.598,1.2734,2.256,1.3627,1.0379,0.7495,0.5622,0.3657,0.139,0.087,2.7645,11947,184,30,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"25","PH480_4","PH480",4,"Davide","26/04/2024 16:27:11","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-140","Smooth Off Area Off LWRatio Off","Off",0.006,3146.6491,0,134.7425,0,423.3062,0,0.4282,0,524441.521,0,4.532,0,0,9978,16453,1919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",3145.3142,2573.7647,406.7611,91.2564,35.3359,21.3507,4.9476,2.1282,2.2921,0.9921,6.4855,378.6351,197.1442,85.7189,34.6401,19.244,14.8625,4.1765,2.1629,2.684,1.31,16.6921,120.5233,62.7529,27.2852,11.0263,6.1256,4.7309,1.3294,0.6885,0.8543,0.417,5.3133,9.9999,1.4381,1.4935,1.0602,0.8393,0.8264,0.2814,0.1754,0.2505,0.1378,3.4972,9861,103,8,4,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA
"26","PH480_5","PH480",5,"Davide","26/04/2024 16:45:05","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-137","Smooth Off Area Off LWRatio Off","Off",0.006,3587.3287,0,182.5987,0,573.6508,0,0.509,0,597888.1092,0,7.3,0,0,9596,18762,1818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",3586.699,2645.8559,670.2572,149.9224,56.3853,22.7663,15.1372,8.6364,5.2675,3.7369,8.734,517.8066,216.0729,142.7889,56.4636,30.5056,16.0523,13.1122,8.7338,6.2156,4.8769,22.9849,164.823,68.7781,45.4511,17.9729,9.7102,5.1096,4.1737,2.78,1.9785,1.5524,7.3163,15.9287,1.6716,2.5177,1.7148,1.321,0.905,0.9065,0.7042,0.5845,0.507,5.0963,9409,155,20,6,2,2,0,0,1,1,NA,NA,NA,NA,NA,NA
"27","PH480_6","PH480",6,"Davide","26/04/2024 17:00:39","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-140","Smooth Off Area Off LWRatio Off","Off",0.006,2862.3169,0,122.3228,0,384.2883,0,0.4274,0,477052.8232,0,4.106,0,0,8054,13639,1614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2861.7682,2338.003,397.5678,75.7488,20.3269,8.1058,5.9278,4.3448,3.593,1.3062,6.8442,345.2174,184.7946,84.1399,28.2055,10.8536,5.6869,5.0851,4.3376,4.1599,1.7526,16.2016,109.8861,58.822,26.7826,8.9781,3.4548,1.8102,1.6186,1.3807,1.3241,0.5579,5.1571,8.8768,1.3672,1.4731,0.8468,0.4642,0.319,0.3479,0.345,0.3837,0.1875,3.1425,7911,124,15,2,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA
"28","PH480_7","PH480",7,"Davide","26/04/2024 17:19:50","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-136","Smooth Off Area Off LWRatio Off","Off",0.006,3685.1086,0,187.4738,0,588.9663,0,0.5087,0,614184.7692,0,7.491,0,0,13276,20566,1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",3684.025,2729.8556,650.2138,178.2346,58.905,31.8379,8.7934,4.9451,2.8611,1.4591,16.9194,529.5168,213.2812,140.1962,66.8331,31.7953,22.3567,7.3425,4.9188,3.3678,1.9787,37.4467,168.5504,67.8895,44.6258,21.2736,10.1207,7.1164,2.3372,1.5657,1.072,0.6298,11.9196,17.4264,1.6094,2.5063,2.02,1.3744,1.255,0.4887,0.39,0.3159,0.2137,7.253,13079,170,19,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA
"29","PH487_1part1","PH487",1,"Davide","30/04/2024 18:30:45","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-133","Smooth Off Area Off LWRatio Off","Off",0.006,2788.1342,0,157.2261,0,493.9405,0,0.5639,0,464689.0388,0,6.963,0,0,8104,11927,981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2787.4639,1756.5986,777.6641,170.4206,41.1527,21.6965,9.8443,3.0492,1.0888,0.4822,5.4669,452.6566,154.2755,169.0793,62.8698,22.0471,15.1419,8.2593,3.0643,1.2669,0.6534,15.9992,144.0851,49.1074,53.8196,20.0121,7.0178,4.8198,2.629,0.9754,0.4033,0.208,5.0927,12.879,1.2687,3.0386,1.8688,0.9463,0.8442,0.5528,0.2454,0.1174,0.0705,3.9262,7751,296,45,5,5,1,0,0,0,1,NA,NA,NA,NA,NA,NA
"30","PH487_1part2","PH487",1,"Davide","30/04/2024 18:37:37","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-137","Smooth Off Area Off LWRatio Off","Off",0.006,2385.3957,0,124.1253,0,389.9511,0,0.5204,0,397565.9421,0,5.073,0,0,4321,8769,933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2385.0464,1638.5803,570.4207,99.648,29.5409,15.315,14.7328,7.3209,6.0572,1.5966,1.8341,359.7097,140.8664,122.987,37.0015,15.875,10.8704,12.5473,7.3861,7.0218,2.1451,3.009,114.4992,44.8392,39.148,11.778,5.0532,3.4602,3.9939,2.3511,2.2351,0.6828,0.9578,8.4475,1.1251,2.1904,1.1091,0.6834,0.6168,0.8527,0.5944,0.6485,0.2296,0.3975,4199,98,15,4,1,3,1,0,0,0,NA,NA,NA,NA,NA,NA
"31","PH487_2","PH487",2,"Davide","30/04/2024 19:01:09","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-137","Smooth Off Area Off LWRatio Off","Off",0.006,3417.0089,0,165.6545,0,520.4189,0,0.4848,0,569501.4828,0,6.307,0,0,7538,18082,1931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",3415.9899,2724.007,511.0098,106.4077,34.2779,11.7867,4.8454,4.2728,3.1793,2.5839,13.6194,466.5502,240.177,107.2266,40.2948,18.4415,8.102,4.1286,4.3426,3.6908,3.4576,36.6888,148.5075,76.4507,34.1313,12.8262,5.8701,2.5789,1.3142,1.3823,1.1748,1.1006,11.6784,16.3608,1.9263,1.861,1.2315,0.7942,0.4449,0.2806,0.3521,0.3415,0.3687,8.7601,7330,180,18,4,4,0,1,0,0,1,NA,NA,NA,NA,NA,NA
"32","PH487_3","PH487",3,"Davide","30/04/2024 19:15:16","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-139","Smooth Off Area Off LWRatio Off","Off",0.006,2942.3894,0,123.5707,0,388.2089,0,0.42,0,490398.2331,0,4.076,0,0,6031,13897,1733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2941.9696,2411.0265,396.4099,66.592,29.3275,23.3963,6.9399,2.4177,1.1917,0.4356,4.2326,348.1478,186.5832,82.7483,25.0962,15.999,16.185,5.8318,2.4511,1.3754,0.5783,11.2995,110.8189,59.3913,26.3396,7.9884,5.0926,5.1518,1.8563,0.7802,0.4378,0.1841,3.5968,8.4957,1.3688,1.425,0.7618,0.6989,0.8948,0.3908,0.1981,0.1266,0.0611,2.5697,5920,96,11,1,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA
"33","PH487_4","PH487",4,"Davide","30/04/2024 19:28:24","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-138","Smooth Off Area Off LWRatio Off","Off",0.006,4040.0954,0,173.182,0,544.0673,0,0.4287,0,673349.2401,0,5.83,0,0,11364,19802,2585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",4039.0049,3296.9587,567.0499,98.837,36.0175,14.8472,7.1439,4.942,1.7648,1.4658,9.978,491.5079,268.4867,117.5813,37.278,19.1557,10.3328,6.0584,4.9475,2.0843,1.925,23.6582,156.4518,85.462,37.4273,11.8659,6.0974,3.289,1.9284,1.5748,0.6635,0.6128,7.5306,12.4611,2.0779,2.0131,1.1348,0.816,0.5748,0.4099,0.3947,0.1962,0.2014,4.6423,11167,166,22,3,2,1,1,0,1,1,NA,NA,NA,NA,NA,NA
"34","PH487_5part1","PH487",5,"Davide","30/04/2024 19:49:40","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-137","Smooth Off Area Off LWRatio Off","Off",0.006,2398.8086,0,136.161,0,427.7625,0,0.5676,0,399801.4273,0,6.07,0,0,5073,10098,950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2398.4233,1570.8254,584.5217,159.8091,47.3811,15.4477,6.7273,3.6511,3.0142,0.4042,6.6415,390.8046,136.8923,126.5839,60.2882,25.1868,10.7971,5.6304,3.7112,3.5113,0.5608,17.6426,124.397,43.5742,40.2929,19.1903,8.0172,3.4368,1.7922,1.1813,1.1177,0.1785,5.6158,11.9118,1.1119,2.2666,1.834,1.0721,0.6026,0.3757,0.3005,0.3257,0.0619,3.9607,4902,138,23,6,2,0,1,0,0,1,NA,NA,NA,NA,NA,NA
"35","PH487_5part2","PH487",5,"Davide","30/04/2024 20:18:56","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-139","Smooth Off Area Off LWRatio Off","Off",0.006,1683.1872,0,82.8382,0,260.2439,0,0.4922,0,280531.1921,0,3.202,0,0,3445,5284,617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1682.8072,1199.1146,346.3427,87.43,31.5681,12.6217,4.1141,1.0217,0.4533,0.0528,0.0881,238.6335,100.5174,74.1974,33.0635,16.9812,8.6102,3.5087,1.0295,0.5237,0.0711,0.1307,75.9594,31.9957,23.6178,10.5245,5.4053,2.7407,1.1168,0.3277,0.1667,0.0226,0.0416,4.7047,0.7895,1.3146,1.0071,0.7317,0.4692,0.2387,0.0827,0.0482,0.0076,0.0154,3339,88,14,1,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"36","PH487_6","PH487",6,"Davide","30/04/2024 20:29:47","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-139","Smooth Off Area Off LWRatio Off","Off",0.006,3663.0954,0,160.4521,0,504.0751,0,0.438,0,610515.8971,0,5.52,0,0,10348,18963,2061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",3662.4915,2956.3741,530.2843,107.6409,38.646,12.5226,4.8465,2.4799,0.9549,0.8305,7.9119,453.2119,239.1651,112.2378,40.8685,20.8005,8.5684,4.1239,2.5333,1.1511,1.104,22.6592,144.2618,76.1286,35.7264,13.0089,6.621,2.7274,1.3127,0.8064,0.3664,0.3514,7.2126,12.3336,1.8094,1.9628,1.2511,0.8963,0.4685,0.2799,0.2062,0.1105,0.1169,5.2319,10153,175,7,8,2,1,0,0,1,1,NA,NA,NA,NA,NA,NA
"37","PH487_7","PH487",7,"Davide","30/04/2024 20:43:09","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-140","Smooth Off Area Off LWRatio Off","Off",0.006,2840.423,0,123.6495,0,388.4564,0,0.4353,0,473403.8383,0,4.228,0,0,7798,12520,1397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2839.641,2306.1729,378.2795,84.2202,29.765,17.511,6.5552,5.5322,2.1756,0.8201,8.6094,350.7719,173.6778,81.1135,31.786,15.9135,12.4446,5.5824,5.5795,2.5026,1.0617,21.1104,111.6542,55.2834,25.8192,10.1178,5.0654,3.9612,1.7769,1.776,0.7966,0.3379,6.7196,10.4106,1.2527,1.439,0.9685,0.6816,0.7068,0.3797,0.4485,0.2294,0.1095,4.195,7675,102,14,2,3,0,0,0,0,2,NA,NA,NA,NA,NA,NA
"38","PH494_1part1","PH494",1,"Davide","1707146553","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-134","Smooth Off Area Off LWRatio Off","Off",0.006,3370.7999,0,224.7109,0,705.9502,0,0.6666,0,561799.9836,0,11.765,0,0,3677,16799,1252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",3370.0717,1930.7337,999.8839,274.7291,93.735,36.1566,15.9877,6.7687,2.7304,2.2349,7.1117,639.5115,193.7126,215.1828,104.4182,50.7036,25.0415,13.7503,6.8451,3.2011,2.9809,23.6754,203.5628,61.6606,68.4948,33.2373,16.1395,7.971,4.3769,2.1789,1.0189,0.9488,7.5361,21.9401,1.7297,3.8309,3.2026,2.1972,1.3857,0.9438,0.552,0.299,0.3167,7.4827,3422,197,42,11,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"39","PH494_1part2","PH494",1,"Davide","1707147199","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-136","Smooth Off Area Off LWRatio Off","Off",0.006,1990.8169,0,119.5285,0,375.5099,0,0.6004,0,331802.8142,0,5.636,0,0,2493,9628,712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1990.726,1187.2277,616.0012,127.4687,35.0363,10.3574,3.8383,2.5507,2.2954,1.8235,4.1269,342.5495,116.2593,133.1508,47.4641,18.7142,7.2712,3.314,2.5201,2.6994,2.4074,8.749,109.0369,37.0065,42.3832,15.1083,5.9569,2.3145,1.0549,0.8022,0.8592,0.7663,2.7849,8.5591,1.0221,2.3788,1.4246,0.8003,0.408,0.2284,0.1985,0.2529,0.2533,1.5922,2360,111,17,4,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
"40","PH494_2part1","PH494",2,"Davide","1707148109","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-138","Smooth Off Area Off LWRatio Off","Off",0.006,2479.7313,0,121.2788,0,381.0085,0,0.4891,0,413288.547,0,4.659,0,0,5535,10234,1081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2479.4298,1868.7106,453.9603,97.07,27.2426,11.6419,4.4613,4.0284,1.8214,0.7835,9.7098,350.7558,160.8957,96.7403,36.2668,14.7621,8.1026,3.8023,4.0223,2.1301,1.0225,23.0111,111.649,51.2147,30.7934,11.5441,4.6989,2.5791,1.2103,1.2803,0.678,0.3255,7.3247,10.6229,1.282,1.7082,1.092,0.6406,0.4505,0.2585,0.3202,0.1984,0.1063,4.5661,5353,157,18,3,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA
"41","PH494_2part2","PH494",2,"Davide","1707148572","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-139","Smooth Off Area Off LWRatio Off","Off",0.006,1609.7203,0,75.9719,0,238.6727,0,0.472,0,268286.7179,0,2.816,0,0,3314,6531,690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",1609.4259,1222.0859,288.1164,60.2921,22.6204,9.3239,3.4651,0.8553,0.8547,0.6229,1.1892,219.142,108.7295,61.4797,22.6679,12.2651,6.5515,2.9299,0.8722,1.0038,0.8008,1.8415,69.7551,34.6097,19.5696,7.2154,3.9041,2.0854,0.9326,0.2776,0.3195,0.2549,0.5862,4.2444,0.8983,1.0856,0.6875,0.5331,0.3681,0.1978,0.0709,0.0939,0.0819,0.2274,3210,89,10,3,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"42","PH494_3","PH494",3,"Davide","1707149359","ScannerOrCamera","EPSON EPSON Scan 2 EPSON Expression 12000XL 2.2 V6.6 6.6.64.35952",1084.6074,27.8928,38.8848,"0 0 6592 9190  0","MAG ANG DIAM LEN","Grey Intr cm 0.004231 0.004231","GreyThdAutom-138","Smooth Off Area Off LWRatio Off","Off",0.006,2839.9483,0,145.4734,0,457.0181,0,0.5122,0,473324.7191,0,5.853,0,0,3357,10757,1134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000",2839.7241,1890.589,789.034,116.0931,28.3624,7.8925,3.1536,1.0023,0.2177,0.6832,2.6962,420.5716,178.0463,167.2835,42.8326,15.241,5.5109,2.6941,1.0106,0.2538,0.9341,6.7647,133.8721,56.6739,53.248,13.634,4.8514,1.7542,0.8575,0.3217,0.0808,0.2973,2.1533,8.4493,1.5304,2.9287,1.2736,0.6557,0.3076,0.1837,0.0813,0.0236,0.1017,1.363,3242,88,18,5,2,1,0,0,0,1,NA,NA,NA,NA,NA,NA
